regis_no,fir_capacity,bus_capacity,eco_capacity,aircratft_type,company_id
U873239,30,49,135,Boeing 767-300ER,21112
J998070,30,49,135,Boeing 767-300ER,21112
C706385,30,49,135,Boeing 767-300ER,21112
F787396,30,49,135,Boeing 767-300ER,21112
X834368,30,49,135,Boeing 767-300ER,21112
A720148,30,49,135,Boeing 767-300ER,21112
G760118,30,49,135,Boeing 767-300ER,21112
U563198,30,49,135,Boeing 767-300ER,21112
Q648674,30,49,135,Boeing 767-300ER,21112
U915269,30,49,135,Boeing 767-300ER,21112
Z320993,30,49,135,Boeing 767-300ER,21112
Z474924,30,49,135,Boeing 767-300ER,21112
X829387,30,49,135,Boeing 767-300ER,21112
T11881,30,49,135,Boeing 767-300ER,21112
F274649,30,49,135,Boeing 767-300ER,21112
E230092,30,49,135,Boeing 767-300ER,21112
E438726,30,49,135,Boeing 767-400ER,21112
T315962,30,49,135,Boeing 767-400ER,21112
C405456,30,49,135,Boeing 767-400ER,21112
Z35197,30,49,135,Boeing 767-400ER,21112
F403761,30,49,135,Boeing 767-400ER,21112
R400493,30,49,135,Boeing 767-400ER,21112
V533413,30,49,135,Boeing 767-400ER,21112
P274468,30,49,135,Boeing 767-400ER,21112
N80131,30,49,135,Boeing 767-400ER,21112
Y732849,30,49,135,Boeing 767-400ER,21112
P765872,30,49,135,Boeing 767-400ER,21112
I351126,30,49,135,Boeing 767-400ER,21112
D158436,30,49,135,Boeing 767-400ER,21112
O60846,30,49,135,Boeing 767-400ER,21112
T385242,30,49,135,Boeing 767-400ER,21112
Z275306,30,49,135,Boeing 767-400ER,21112
Z126706,60,24,266,Boeing 777-200,21112
B990827,60,24,266,Boeing 777-200,21112
U42477,60,24,266,Boeing 777-200,21112
L137737,60,24,266,Boeing 777-200,21112
S238853,60,24,266,Boeing 777-200,21112
R466368,60,24,266,Boeing 777-200,21112
A561895,60,24,266,Boeing 777-200,21112
X969457,60,24,266,Boeing 777-200,21112
R850198,60,24,266,Boeing 777-200,21112
X548065,60,24,266,Boeing 777-200,21112
Z814596,60,24,266,Boeing 777-200,21112
W255900,60,24,266,Boeing 777-200,21112
T156405,60,24,266,Boeing 777-200,21112
H447480,60,24,266,Boeing 777-200,21112
H446357,60,24,266,Boeing 777-200,21112
Y451191,60,24,266,Boeing 777-200,21112
Y183314,60,24,266,Boeing 777-200,21112
A409288,60,24,266,Boeing 777-200,21112
D698943,60,24,266,Boeing 777-200,21112
E116280,60,24,266,Boeing 777-200ER,21112
U778597,60,24,266,Boeing 777-200ER,21112
Y599795,60,24,266,Boeing 777-200ER,21112
I925350,60,24,266,Boeing 777-200ER,21112
P120113,60,24,266,Boeing 777-200ER,21112
F460373,60,24,266,Boeing 777-200ER,21112
P756101,60,24,266,Boeing 777-200ER,21112
S789756,60,24,266,Boeing 777-200ER,21112
H973866,60,24,266,Boeing 777-200ER,21112
L592494,60,24,266,Boeing 777-200ER,21112
F86549,60,24,266,Boeing 777-200ER,21112
A804719,60,24,266,Boeing 777-200ER,21112
G917226,60,24,266,Boeing 777-200ER,21112
P662331,60,24,266,Boeing 777-200ER,21112
H123927,60,24,266,Boeing 777-200ER,21112
K263193,60,24,266,Boeing 777-200ER,21112
I750211,60,24,266,Boeing 777-200ER,21112
G42062,60,24,266,Boeing 777-200ER,21112
X845664,60,24,266,Boeing 777-200ER,21112
L257732,60,24,266,Boeing 777-200ER,21112
S898163,60,24,266,Boeing 777-200ER,21112
H165882,60,24,266,Boeing 777-200ER,21112
W437321,60,24,266,Boeing 777-200ER,21112
Z779078,60,24,266,Boeing 777-200ER,21112
Y871043,60,24,266,Boeing 777-200ER,21112
R280216,60,24,266,Boeing 777-200ER,21112
H162643,60,24,266,Boeing 777-200ER,21112
K856204,60,24,266,Boeing 777-200ER,21112
U423286,60,24,266,Boeing 777-200ER,21112
B238195,60,24,266,Boeing 777-200ER,21112
D64643,60,24,266,Boeing 777-200ER,21112
G623001,60,24,266,Boeing 777-200ER,21112
Y666043,60,24,266,Boeing 777-200ER,21112
A728818,60,24,266,Boeing 777-200ER,21112
D588293,60,24,266,Boeing 777-200ER,21112
H251508,60,24,266,Boeing 777-200ER,21112
L457490,60,24,266,Boeing 777-200ER,21112
J601444,60,24,266,Boeing 777-200ER,21112
Y514562,60,24,266,Boeing 777-200ER,21112
Q705472,60,24,266,Boeing 777-200ER,21112
M657802,60,24,266,Boeing 777-200ER,21112
E334890,60,24,266,Boeing 777-200ER,21112
D559373,60,24,266,Boeing 777-200ER,21112
B92682,60,24,266,Boeing 777-200ER,21112
Z391320,60,24,266,Boeing 777-200ER,21112
Y632625,60,24,266,Boeing 777-200ER,21112
A502459,60,24,266,Boeing 777-200ER,21112
U409572,60,24,266,Boeing 777-200ER,21112
J567639,60,24,266,Boeing 777-200ER,21112
C711519,60,24,266,Boeing 777-200ER,21112
A504925,60,24,266,Boeing 777-200ER,21112
N385885,60,24,266,Boeing 777-200ER,21112
B125505,60,24,266,Boeing 777-200ER,21112
F70596,60,24,266,Boeing 777-200ER,21112
A225331,60,24,266,Boeing 777-200ER,21112
U197039,60,24,266,Boeing 777-300ER,21112
G233412,60,24,266,Boeing 777-300ER,21112
N562350,60,24,266,Boeing 777-300ER,21112
J213748,60,24,266,Boeing 777-300ER,21112
X181227,60,24,266,Boeing 777-300ER,21112
A526004,60,24,266,Boeing 777-300ER,21112
H925707,60,24,266,Boeing 777-300ER,21112
G712282,60,24,266,Boeing 777-300ER,21112
C318302,60,24,266,Boeing 777-300ER,21112
V690133,60,24,266,Boeing 777-300ER,21112
O315073,60,24,266,Boeing 777-300ER,21112
K32688,60,24,266,Boeing 777-300ER,21112
F159529,60,24,266,Boeing 777-300ER,21112
P219434,60,24,266,Boeing 777-300ER,21112
J573104,60,24,266,Boeing 777-300ER,21112
Q98823,60,24,266,Boeing 777-300ER,21112
Q511953,60,24,266,Boeing 777-300ER,21112
A422934,60,24,266,Boeing 777-300ER,21112
T94149,60,24,266,Boeing 777-300ER,21112
U222860,60,24,266,Boeing 777-300ER,21112
F601163,60,24,266,Boeing 777-300ER,21112
W0013,60,24,266,Boeing 777-300ER,21112
N356324,36,70,113,Boeing 787-8,21112
R257588,36,70,113,Boeing 787-8,21112
V520734,36,70,113,Boeing 787-8,21112
Q557688,36,70,113,Boeing 787-8,21112
Q182275,36,70,113,Boeing 787-8,21112
D94550,36,70,113,Boeing 787-8,21112
H397155,36,70,113,Boeing 787-8,21112
I605556,36,70,113,Boeing 787-8,21112
K66259,36,70,113,Boeing 787-8,21112
G686859,36,70,113,Boeing 787-8,21112
U80926,36,70,113,Boeing 787-8,21112
R884031,36,70,113,Boeing 787-8,21112
Z981195,36,70,113,Boeing 787-9,21112
S776307,36,70,113,Boeing 787-9,21112
M327259,36,70,113,Boeing 787-9,21112
C791366,36,70,113,Boeing 787-9,21112
N715051,36,70,113,Boeing 787-9,21112
V244703,36,70,113,Boeing 787-9,21112
F544259,36,70,113,Boeing 787-9,21112
V147737,36,70,113,Boeing 787-9,21112
N980512,36,70,113,Boeing 787-9,21112
L970518,36,70,113,Boeing 787-9,21112
B884586,36,70,113,Boeing 787-9,21112
U445345,36,70,113,Boeing 787-9,21112
L33296,36,70,113,Boeing 787-9,21112
L568966,36,70,113,Boeing 787-9,21112
K168464,36,70,113,Boeing 787-9,21112
M276845,36,70,113,Boeing 787-9,21112
M840303,36,70,113,Boeing 787-9,21112
F131449,36,70,113,Boeing 787-9,21112
R818500,36,70,113,Boeing 787-9,21112
V242629,36,70,113,Boeing 787-9,21112
B114543,36,70,113,Boeing 787-9,21112
X592776,36,70,113,Boeing 787-9,21112
Y47566,36,70,113,Boeing 787-9,21112
X452281,36,70,113,Boeing 787-9,21112
N167403,36,70,113,Boeing 787-9,21112
I865691,36,70,113,Boeing 787-9,21112
V906469,36,70,113,Boeing 787-9,21112
W764440,36,70,113,Boeing 787-9,21112
V714616,36,70,113,Boeing 787-9,21112
G934063,36,70,113,Boeing 787-9,21112
V376605,36,70,113,Boeing 787-9,21112
N802249,36,70,113,Boeing 787-9,21112
S355830,36,70,113,Boeing 787-9,21112
Y927278,36,70,113,Boeing 787-9,21112
L198819,36,70,113,Boeing 787-9,21112
N296277,36,70,113,Boeing 787-9,21112
W322342,36,70,113,Boeing 787-9,21112
R604089,36,70,113,Boeing 787-9,21112
R549683,36,70,113,Boeing 787-10,21112
P184077,36,70,113,Boeing 787-10,21112
G411413,36,70,113,Boeing 787-10,21112
K317087,36,70,113,Boeing 787-10,21112
Z382439,36,70,113,Boeing 787-10,21112
Z720971,36,70,113,Boeing 787-10,21112
F65224,36,70,113,Boeing 787-10,21112
C563619,36,70,113,Boeing 787-10,21112
B300565,36,70,113,Boeing 787-10,21112
B976795,36,70,113,Boeing 787-10,21112
K285904,36,70,113,Boeing 787-10,21112
X629108,36,70,113,Boeing 787-10,21112
B739258,36,70,113,Boeing 787-10,21112
